Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules
Library Preparation Kit Version,Version of Library Preparation Kit. String,,,,TRUE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Adapter Name,Name of the sequencing adapter. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Adapter Sequence,Base sequence of the sequencing adapter. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Base Caller Name,Name of the base caller. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Base Caller Version,Version of the base caller. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Flow Cell Barcode,Flow cell barcode. Wrong or missing information may affect analysis results. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Fragment Maximum Length,"Maximum length of the sequenced fragments (e.g., as predicted by Agilent Bioanalyzer). Integer",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Fragment Mean Length,"Mean length of the sequenced fragments (e.g., as predicted by Agilent Bioanalyzer). Number",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Fragment Minimum Length,"Minimum length of the sequenced fragments (e.g., as predicted by Agilent Bioanalyzer). Integer",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Fragment Standard Deviation Length,"Standard deviation of the sequenced fragments length (e.g., as predicted by Agilent Bioanalyzer). Number",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Lane Number,"The basic machine unit for sequencing. For Illumina machines, this reflects the physical lane number. Wrong or missing information may affect analysis results. Integer",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Library Strand,Library stranded-ness.,"Unstranded, First Stranded, Second Stranded, Not Applicable",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Multiplex Barcode,The barcode/index sequence used. Wrong or missing information may affect analysis results. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Size Selection Range,Range of size selection. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Target Depth,The targeted read depth prior to sequencing. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
To Trim Adapter Sequence,Does the user suggest adapter trimming?,"Yes - Trim Adapter Sequence, No",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group,
Yes - Trim Adapter Sequence,Trim adapter sequence,"Adapter Trimmer Name, Adapter Trimmer Version, Adapter Trimmer Options",,,FALSE,Sequencing,,,
Adapter Trimmer Name,Name of adapter trimmer,,,,FALSE,Sequencing,,,
Adapter Trimmer Version,Version of the adapter trimmer,,,,FALSE,Sequencing,,,
Adapter Trimmer Options,Options used by adapter trimmer,,,,FALSE,Sequencing,,,
Transcript Integrity Number,"Used to describe the quality of the starting material, esp. in regards to FFPE samples. Number",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
RIN,A numerical assessment of the integrity of RNA based on the entire electrophoretic trace of the RNA sample including the presence or absence of degradation products. Number,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
DV200,Represents the percentage of RNA fragments that are >200 nucleotides in size. Number,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Adapter Content,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Basic Statistics,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Encoding,Version of ASCII encoding of quality values found in the file. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Kmer Content,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Overrepresented Sequences,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Base N Content,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Base Sequence Content,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Base Sequence Quality,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Sequence GC Content,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Sequence Quality Score,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Per Tile Sequence Quality,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Percent GC Content,The overall %GC of all bases in all sequences. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Sequence Duplication Levels,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Sequence Length Distribution,State classification given by FASTQC for the metric. Metric specific details about the states are available on their website.,"FAIL, PASS, WARN, unknown, Not Reported",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Total Reads,Total number of reads per sample. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Whitelist Cell Barcode File Link,Link to file listing all possible cell barcodes. URL,,,,TRUE,Sequencing,,,
Cell Barcode Tag,SAM tag for cell barcode field; please provide a valid cell barcode tag (e.g. CB:Z),,,,TRUE,Sequencing,,,
UMI Tag,"SAM tag for the UMI field; please provide a valid UB, UMI (e.g. UB:Z or UR:Z)",,,,TRUE,Sequencing,,,
Applied Hard Trimming,Was Hard Trimming applied,"Yes - Applied Hard Trimming, No",,,TRUE,Sequencing,,,
Yes - Applied Hard Trimming,Hard Trimming was applied,,Aligned Read Length,,FALSE,Sequencing,,,
Aligned Read Length,Read length used for alignment if hard trimming was applied,,,,TRUE,Sequencing,,,
scRNAseq Workflow Type,Generic name for the workflow used to analyze a data set.,"CellRanger, STARsolo, HCA Optimus, dropEST, SEQC, Cufflinks, DEXSeq, HTSeq - FPKM, Cell annotation, Differentiation trajectory analysis, Other",,,TRUE,Sequencing,,,
Workflow Version,Major version of the workflow (e.g. Cell Ranger v3.1),,,,TRUE,Sequencing,,,
scRNAseq Workflow Parameters Description,"Parameters used to run the workflow. scRNA-seq level 3: e.g. Normalization and log transformation, ran empty drops or doublet detection, used filter on # genes/cell, etc. scRNA-seq Level 4: dimensionality reduction with PCA and 50 components, nearest-neighbor graph with k = 20 and Leiden clustering with resolution = 1, UMAP visualization using 50 PCA components, marker genes used to annotate cell types, information about droplet matrix (all barcodes) to cell matrix (only informative barcodes representing real cells) conversion",,,,TRUE,Sequencing,,,
scATACseq Workflow Type,Generic name for the workflow used to analyze a data set.,,,,TRUE,Sequencing,,,
scATACseq Workflow Parameters Description,Parameters used to run the scATAC-seq workflow.,,,,TRUE,Sequencing,,,
Workflow Link,Link to workflow or command. DockStore.org recommended. URL,,,,TRUE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=rna_expression_workflow,
QC Workflow Type,Generic name for the workflow used to analyze a data set. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
QC Workflow Version,Major version for a workflow. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
QC Workflow Link,Link to workflow used. String,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group_qc,
Germline Variants Workflow URL,"Link to workflow document, e.g. Github, DockStore.org recommended",,,,TRUE,Sequencing,,,
Germline Variants Workflow Type,Generic name for the workflow used to analyze a data set,"GATK4, Other Germline Variants Workflow Type, None",,,FALSE,Sequencing,,,
Other Germline Variants Workflow Type,Other Germline Variants Workflow Type,,Custom Germline Variants Workflow Type,,FALSE,Sequencing,,,
Custom Germline Variants Workflow Type,Specify the name of a custom alignment workflow,,,,TRUE,Sequencing,,,
Somatic Variants Workflow URL,Generic name for the workflow used to analyze a data set.,,,,TRUE,Sequencing,,,
Somatic Variants Workflow Type,Generic name for the workflow used to analyze a data set.,"CaVEMan, GATK4, MuTect2, MuSE, MuTect2, Pindel, SomaticSniper, VarScan2, Other Somatic Variants Workflow Type, None",,,FALSE,Sequencing,,,
Other Somatic Variants Workflow Type,Other Somatic Variants Workflow Type,,Custom Somatic Variants Workflow Type,,FALSE,Sequencing,,,
Custom Somatic Variants Workflow Type,Specify the name of a custom workflow name,,,,TRUE,Sequencing,,,
Somatic Variants Sample Type,Is the sample case or control in somatic variant analysis,"Case Sample, Control Sample, Not Applicable",,,TRUE,Sequencing,,,
Structural Variant Workflow URL,Link to workflow document. DockStore.org recommended. URL,,,,TRUE,Sequencing,,,
Structural Variant Workflow Type,Generic name for the workflow used to analyze a data set.,"BRASS, GATK4, CNV, CNVkit, Other Structural Variant Workflow Type, None",,,FALSE,Sequencing,,,
Other Structural Variant Workflow Type,Other Structural Variant Workflow Type,,Custom Structural Variant Workflow Type,,FALSE,Sequencing,,,
Custom Structural Variant Workflow Type,Specify the name of a custom workflow name,,,,TRUE,Sequencing,,,
Alignment Workflow Url,Link to workflow used for read alignment. DockStore.org recommended. String,,,,TRUE,Sequencing,,,
Alignment Workflow Type,Generic name for the workflow used to analyze a data set.,"BWA, BWA with BQSR, BWA-aln, BWA-mem, BWA with Mark Duplicates and BQSR, STAR 2-Pass, STAR 2-Pass Chimeric, STAR 2-Pass Genome, STAR 2-Pass Transcriptome, Bowtie, Bismark, GSNAP, BSMAP, BSmooth, BS-Seeker2, BS-Seeker, RMAP, MethylCoder, BRAT-BW, Pash, Segemehl, Bisulfighter, BatMeth, LAST, ERNE-BS5, B-SOLANA, SOCS-B, BWA-meth, Other Alignment Workflow, None",,,TRUE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=alignment_workflow,
Other Alignment Workflow,Other Alignment Workflow,,Custom Alignment Workflow,,FALSE,Sequencing,,,
Custom Alignment Workflow,Specify the name of a custom alignment workflow,,,,TRUE,Sequencing,,,
MSI Workflow Link,Link to method workflow (or command) used in estimating the MSI. URL,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
MSI Score,Numeric score denoting the aligned reads file's MSI score from MSIsensor. Number,,,,FALSE,Sequencing,,,
MSI Status,MSIsensor determination of either microsatellite stability or instability.,"MSI, MSI-low, MSI-high, MSS",,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Genomic Reference,Exact version of the human genome reference used in the alignment of reads (e.g. GCF_000001405.39),,,,TRUE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=alignment_workflow,
Genomic Reference URL,Link to human genome sequence (e.g. ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_34/GRCh38.primary_assembly.genome.fa.gz),,,,TRUE,Sequencing,,,
Genome Annotation URL,Link to the human genome annotation (GTF) file (e.g. ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_34/gencode.v34.annotation.gtf.gz),,,,TRUE,Sequencing,,,
Index File Name,The name (or part of a name) of a file (of any type). String,,,,TRUE,Sequencing,,,
Average Base Quality,Average base quality collected from samtools. Number,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads_index,
Average Insert Size,Average insert size collected from samtools. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Average Read Length,Average read length collected from samtools. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Contamination,Fraction of reads coming from cross-sample contamination collected from GATK4. Number,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Contamination Error,Estimation error of cross-sample contamination collected from GATK4. Number,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Mean Coverage,"Mean coverage for whole genome sequencing, or mean target coverage for whole exome and targeted sequencing, collected from Picard. Number",,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
Pairs On Diff CHR,Pairs on different chromosomes collected from samtools. Integer,,,,FALSE,Sequencing,,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=aligned_reads,
